captured_at,mode,sport,market,game,starts_at,sportsbook,selection,target,side,line,odds,link
2026-07-16T14:52:39.678Z,prematch,MLB,Total,"Cleveland Guardians vs Pittsburgh Pirates, 2026-07-17","2026-07-17, 07:10 PM",kalshi,Cleveland Guardians O 9.5,,O,9.5,+181,
2026-07-16T14:52:39.678Z,prematch,MLB,Total,"Cleveland Guardians vs Pittsburgh Pirates, 2026-07-17","2026-07-17, 07:10 PM",kalshi,Pittsburgh Pirates U 9.5,,U,9.5,-251,
2026-07-16T14:52:39.678Z,prematch,MLB,Total,"Philadelphia Phillies vs New York Mets, 2026-07-16","2026-07-16, 07:10 PM",kalshi,Philadelphia Phillies O 9.5,,O,9.5,-107,
2026-07-16T14:52:39.678Z,prematch,MLB,Total,"Philadelphia Phillies vs New York Mets, 2026-07-16","2026-07-16, 07:10 PM",kalshi,New York Mets U 9.5,,U,9.5,-112,
2026-07-16T14:52:39.678Z,prematch,MLB,Total,"Philadelphia Phillies vs New York Mets, 2026-07-16","2026-07-16, 07:10 PM",kalshi,Philadelphia Phillies O 10.5,,O,10.5,+124,
2026-07-16T14:52:39.678Z,prematch,MLB,Total,"Philadelphia Phillies vs New York Mets, 2026-07-16","2026-07-16, 07:10 PM",kalshi,New York Mets U 10.5,,U,10.5,-148,
2026-07-16T14:52:39.678Z,prematch,MLB,Total,"Philadelphia Phillies vs New York Mets, 2026-07-16","2026-07-16, 07:10 PM",kalshi,Philadelphia Phillies O 11.5,,O,11.5,+181,
2026-07-16T14:52:39.678Z,prematch,MLB,Total,"Philadelphia Phillies vs New York Mets, 2026-07-16","2026-07-16, 07:10 PM",kalshi,New York Mets U 11.5,,U,11.5,-218,
2026-07-16T14:52:39.678Z,prematch,MLB,Total,"Philadelphia Phillies vs New York Mets, 2026-07-16","2026-07-16, 07:10 PM",kalshi,Philadelphia Phillies O 12.5,,O,12.5,+240,
2026-07-16T14:52:39.678Z,prematch,MLB,Total,"Philadelphia Phillies vs New York Mets, 2026-07-16","2026-07-16, 07:10 PM",kalshi,New York Mets U 12.5,,U,12.5,-290,
2026-07-16T14:52:39.678Z,prematch,MLB,Total,"Philadelphia Phillies vs New York Mets, 2026-07-16","2026-07-16, 07:10 PM",kalshi,Philadelphia Phillies O 13.5,,O,13.5,+351,
2026-07-16T14:52:39.678Z,prematch,MLB,Total,"Philadelphia Phillies vs New York Mets, 2026-07-16","2026-07-16, 07:10 PM",kalshi,New York Mets U 13.5,,U,13.5,-430,
2026-07-16T14:52:39.678Z,prematch,MLB,Total,"Philadelphia Phillies vs New York Mets, 2026-07-16","2026-07-16, 07:10 PM",kalshi,Philadelphia Phillies O 3.5,,O,3.5,-2046,
2026-07-16T14:52:39.678Z,prematch,MLB,Total,"Philadelphia Phillies vs New York Mets, 2026-07-16","2026-07-16, 07:10 PM",kalshi,New York Mets U 3.5,,U,3.5,+1462,
2026-07-16T14:52:39.678Z,prematch,MLB,Total,"Philadelphia Phillies vs New York Mets, 2026-07-16","2026-07-16, 07:10 PM",kalshi,Philadelphia Phillies O 4.5,,O,4.5,-1237,
2026-07-16T14:52:39.678Z,prematch,MLB,Total,"Philadelphia Phillies vs New York Mets, 2026-07-16","2026-07-16, 07:10 PM",kalshi,New York Mets U 4.5,,U,4.5,+944,
2026-07-16T14:52:39.678Z,prematch,MLB,Total,"Philadelphia Phillies vs New York Mets, 2026-07-16","2026-07-16, 07:10 PM",kalshi,Philadelphia Phillies O 5.5,,O,5.5,-564,
2026-07-16T14:52:39.678Z,prematch,MLB,Total,"Philadelphia Phillies vs New York Mets, 2026-07-16","2026-07-16, 07:10 PM",kalshi,New York Mets U 5.5,,U,5.5,+456,
2026-07-16T14:52:39.678Z,prematch,MLB,Total,"Philadelphia Phillies vs New York Mets, 2026-07-16","2026-07-16, 07:10 PM",kalshi,Philadelphia Phillies O 6.5,,O,6.5,-381,
2026-07-16T14:52:39.678Z,prematch,MLB,Total,"Philadelphia Phillies vs New York Mets, 2026-07-16","2026-07-16, 07:10 PM",kalshi,New York Mets U 6.5,,U,6.5,+313,
2026-07-16T14:52:39.678Z,prematch,MLB,Total,"Philadelphia Phillies vs New York Mets, 2026-07-16","2026-07-16, 07:10 PM",kalshi,Philadelphia Phillies O 7.5,,O,7.5,-228,
2026-07-16T14:52:39.678Z,prematch,MLB,Total,"Philadelphia Phillies vs New York Mets, 2026-07-16","2026-07-16, 07:10 PM",kalshi,New York Mets U 7.5,,U,7.5,+189,
2026-07-16T14:52:39.678Z,prematch,MLB,Total,"Philadelphia Phillies vs New York Mets, 2026-07-16","2026-07-16, 07:10 PM",kalshi,Philadelphia Phillies O 8.5,,O,8.5,-168,
2026-07-16T14:52:39.678Z,prematch,MLB,Total,"Philadelphia Phillies vs New York Mets, 2026-07-16","2026-07-16, 07:10 PM",kalshi,New York Mets U 8.5,,U,8.5,+140,
2026-07-16T16:07:17.194Z,prematch,MLB,Moneyline,"Philadelphia Phillies vs New York Mets, 2026-07-16","2026-07-16, 07:11 PM",fanduel,New York Mets Moneyline,New York Mets,,,+110,https://on.sportsbook.fanduel.ca/addToBetslip?marketId=801.176488817&selectionId=29174
2026-07-16T16:07:17.194Z,prematch,MLB,Moneyline,"Philadelphia Phillies vs New York Mets, 2026-07-16","2026-07-16, 07:11 PM",fanduel,Philadelphia Phillies Moneyline,Philadelphia Phillies,,,-130,https://on.sportsbook.fanduel.ca/addToBetslip?marketId=801.176488817&selectionId=29175
2026-07-16T16:07:17.194Z,prematch,MLB,Moneyline,"Toronto Blue Jays vs Chicago White Sox, 2026-07-17","2026-07-17, 07:16 PM",fanduel,Chicago White Sox Moneyline,Chicago White Sox,,,+116,https://on.sportsbook.fanduel.ca/addToBetslip?marketId=801.176488811&selectionId=5408012
2026-07-16T16:07:17.194Z,prematch,MLB,Moneyline,"Toronto Blue Jays vs Chicago White Sox, 2026-07-17","2026-07-17, 07:16 PM",fanduel,Toronto Blue Jays Moneyline,Toronto Blue Jays,,,-136,https://on.sportsbook.fanduel.ca/addToBetslip?marketId=801.176488811&selectionId=29164
2026-07-16T16:07:17.194Z,prematch,MLB,Moneyline,"Cleveland Guardians vs Pittsburgh Pirates, 2026-07-17","2026-07-17, 07:11 PM",fanduel,Pittsburgh Pirates Moneyline,Pittsburgh Pirates,,,+106,https://on.sportsbook.fanduel.ca/addToBetslip?marketId=801.176488827&selectionId=29176
2026-07-16T16:07:17.194Z,prematch,MLB,Moneyline,"Cleveland Guardians vs Pittsburgh Pirates, 2026-07-17","2026-07-17, 07:11 PM",fanduel,Cleveland Guardians Moneyline,Cleveland Guardians,,,-124,https://on.sportsbook.fanduel.ca/addToBetslip?marketId=801.176488827&selectionId=41541473
2026-07-16T16:07:17.194Z,prematch,MLB,Moneyline,"New York Yankees vs Los Angeles Dodgers, 2026-07-17","2026-07-17, 07:06 PM",fanduel,Los Angeles Dodgers Moneyline,Los Angeles Dodgers,,,-110,https://on.sportsbook.fanduel.ca/addToBetslip?marketId=801.176488828&selectionId=29171
2026-07-16T16:07:17.194Z,prematch,MLB,Moneyline,"New York Yankees vs Los Angeles Dodgers, 2026-07-17","2026-07-17, 07:06 PM",fanduel,New York Yankees Moneyline,New York Yankees,,,-106,https://on.sportsbook.fanduel.ca/addToBetslip?marketId=801.176488828&selectionId=29161
2026-07-16T16:07:17.194Z,prematch,MLB,Moneyline,"Kansas City Royals vs San Diego Padres, 2026-07-17","2026-07-17, 08:11 PM",fanduel,San Diego Padres Moneyline,San Diego Padres,,,-108,https://on.sportsbook.fanduel.ca/addToBetslip?marketId=801.176488826&selectionId=29177
2026-07-16T16:07:17.194Z,prematch,MLB,Moneyline,"Kansas City Royals vs San Diego Padres, 2026-07-17","2026-07-17, 08:11 PM",fanduel,Kansas City Royals Moneyline,Kansas City Royals,,,-108,https://on.sportsbook.fanduel.ca/addToBetslip?marketId=801.176488826&selectionId=29179
2026-07-16T16:07:17.194Z,prematch,MLB,Moneyline,"Philadelphia Phillies vs New York Mets, 2026-07-16","2026-07-16, 07:10 PM",prophetx,Philadelphia Phillies Moneyline,Philadelphia Phillies,,,-119,
2026-07-16T16:07:17.194Z,prematch,MLB,Moneyline,"Philadelphia Phillies vs New York Mets, 2026-07-16","2026-07-16, 07:10 PM",prophetx,New York Mets Moneyline,New York Mets,,,+118,
2026-07-16T16:07:17.194Z,prematch,MLB,Moneyline,"Philadelphia Phillies vs New York Mets, 2026-07-16","2026-07-16, 07:10 PM",betmgm,New York Mets Moneyline,New York Mets,,,+110,https://www.on.betmgm.ca/en/sports/events/19803968?options=19803968-1542775843-2253406410&type=Single
2026-07-16T16:07:17.194Z,prematch,MLB,Moneyline,"Philadelphia Phillies vs New York Mets, 2026-07-16","2026-07-16, 07:10 PM",betmgm,Philadelphia Phillies Moneyline,Philadelphia Phillies,,,-135,https://www.on.betmgm.ca/en/sports/events/19803968?options=19803968-1542775843-2253406411&type=Single
2026-07-16T16:07:17.194Z,prematch,MLB,Moneyline,"Philadelphia Phillies vs New York Mets, 2026-07-16","2026-07-16, 07:10 PM",caesars,New York Mets Moneyline,New York Mets,,,+110,https://sportsbook.caesars.com/ca/on/bet/betslip?selectionIds=462a0c2e-8410-3cb4-ae2d-769d37c5b7a8
2026-07-16T16:07:17.194Z,prematch,MLB,Moneyline,"Philadelphia Phillies vs New York Mets, 2026-07-16","2026-07-16, 07:10 PM",caesars,Philadelphia Phillies Moneyline,Philadelphia Phillies,,,-130,https://sportsbook.caesars.com/ca/on/bet/betslip?selectionIds=9105c927-57bd-3075-ac70-574980a58f93
2026-07-16T16:07:17.194Z,prematch,MLB,Moneyline,"Cleveland Guardians vs Pittsburgh Pirates, 2026-07-17","2026-07-17, 07:10 PM",caesars,Pittsburgh Pirates Moneyline,Pittsburgh Pirates,,,+110,https://sportsbook.caesars.com/ca/on/bet/betslip?selectionIds=5ab37ea6-0593-3baf-91e7-7eb0875f0603
2026-07-16T16:07:17.194Z,prematch,MLB,Moneyline,"Cleveland Guardians vs Pittsburgh Pirates, 2026-07-17","2026-07-17, 07:10 PM",caesars,Cleveland Guardians Moneyline,Cleveland Guardians,,,-130,https://sportsbook.caesars.com/ca/on/bet/betslip?selectionIds=24716fbe-b024-3586-9682-945c4de61d89
2026-07-16T16:07:17.194Z,prematch,MLB,Moneyline,"Toronto Blue Jays vs Chicago White Sox, 2026-07-17","2026-07-17, 07:15 PM",caesars,Chicago White Sox Moneyline,Chicago White Sox,,,+105,https://sportsbook.caesars.com/ca/on/bet/betslip?selectionIds=b5b050ab-de3c-3e80-aa21-7674d46e2911
2026-07-16T16:07:17.194Z,prematch,MLB,Moneyline,"Toronto Blue Jays vs Chicago White Sox, 2026-07-17","2026-07-17, 07:15 PM",caesars,Toronto Blue Jays Moneyline,Toronto Blue Jays,,,-125,https://sportsbook.caesars.com/ca/on/bet/betslip?selectionIds=59e5e022-2ef3-3c0e-801b-447e341c632c
2026-07-16T16:07:17.194Z,prematch,MLB,Moneyline,"Philadelphia Phillies vs New York Mets, 2026-07-16","2026-07-16, 07:10 PM",novig,Philadelphia Phillies Moneyline,Philadelphia Phillies,,,-122,https://novig.com/events/019f678e-8db1-7970-86d0-35408aa140f6/%7Bwager%7D
2026-07-16T16:07:17.194Z,prematch,MLB,Moneyline,"Philadelphia Phillies vs New York Mets, 2026-07-16","2026-07-16, 07:10 PM",novig,New York Mets Moneyline,New York Mets,,,+120,https://novig.com/events/019f678e-8db1-7970-86d0-3551854f96d3/%7Bwager%7D
2026-07-16T16:07:17.194Z,prematch,MLB,Moneyline,"Philadelphia Phillies vs New York Mets, 2026-07-16","2026-07-16, 07:10 PM",thescore,New York Mets Moneyline,New York Mets,,,+110,https://thescore.bet/sport/baseball/organization/united-states/competition/mlb/event/372fe321-bccf-4b8f-9f6b-ca4391813b0d/section/popular?market_selection_id[0]=MarketSelection:0deb34e6-9999-460f-9664-9e00e020ac08&odds_numerator[0]=2&odds_denominator[0]=1
2026-07-16T16:07:17.194Z,prematch,MLB,Moneyline,"Philadelphia Phillies vs New York Mets, 2026-07-16","2026-07-16, 07:10 PM",thescore,Philadelphia Phillies Moneyline,Philadelphia Phillies,,,-130,https://thescore.bet/sport/baseball/organization/united-states/competition/mlb/event/372fe321-bccf-4b8f-9f6b-ca4391813b0d/section/popular?market_selection_id[0]=MarketSelection:6a8c45d9-b6ce-498e-886c-6414ca0e0926&odds_numerator[0]=2&odds_denominator[0]=1
2026-07-16T16:07:17.194Z,prematch,MLB,Moneyline,"New York Yankees vs Los Angeles Dodgers, 2026-07-17","2026-07-17, 07:05 PM",thescore,Los Angeles Dodgers Moneyline,Los Angeles Dodgers,,,-115,https://thescore.bet/sport/baseball/organization/united-states/competition/mlb/event/d9ec39bd-991b-4d0f-b5d7-22556e5e8d05/section/popular?market_selection_id[0]=MarketSelection:7f84c88f-8937-46e2-8fed-286296f672cc&odds_numerator[0]=2&odds_denominator[0]=1
2026-07-16T16:07:17.194Z,prematch,MLB,Moneyline,"New York Yankees vs Los Angeles Dodgers, 2026-07-17","2026-07-17, 07:05 PM",thescore,New York Yankees Moneyline,New York Yankees,,,-105,https://thescore.bet/sport/baseball/organization/united-states/competition/mlb/event/d9ec39bd-991b-4d0f-b5d7-22556e5e8d05/section/popular?market_selection_id[0]=MarketSelection:7a68711d-95d8-49f9-842b-21f56a071341&odds_numerator[0]=2&odds_denominator[0]=1
2026-07-16T16:07:17.194Z,prematch,MLB,Moneyline,"Toronto Blue Jays vs Chicago White Sox, 2026-07-17","2026-07-17, 07:15 PM",thescore,Chicago White Sox Moneyline,Chicago White Sox,,,+110,https://thescore.bet/sport/baseball/organization/united-states/competition/mlb/event/83e583c3-3fe1-459f-a4f5-bfe9012c50f7?market_selection_id[0]=MarketSelection:a9846d2d-4aad-4551-8893-cb0c986ea909&odds_numerator[0]=2&odds_denominator[0]=1
2026-07-16T16:07:17.194Z,prematch,MLB,Moneyline,"Toronto Blue Jays vs Chicago White Sox, 2026-07-17","2026-07-17, 07:15 PM",thescore,Toronto Blue Jays Moneyline,Toronto Blue Jays,,,-130,https://thescore.bet/sport/baseball/organization/united-states/competition/mlb/event/83e583c3-3fe1-459f-a4f5-bfe9012c50f7?market_selection_id[0]=MarketSelection:6db83f99-723e-4dac-825a-8752ecd213b5&odds_numerator[0]=2&odds_denominator[0]=1
2026-07-16T16:07:17.194Z,prematch,MLB,Moneyline,"Kansas City Royals vs San Diego Padres, 2026-07-17","2026-07-17, 08:10 PM",thescore,San Diego Padres Moneyline,San Diego Padres,,,-110,https://thescore.bet/sport/baseball/organization/united-states/competition/mlb/event/bf408e25-dfb1-460b-bf19-fea7d8cda00f?market_selection_id[0]=MarketSelection:bb36cc0e-62d1-47d4-a521-55a989663660&odds_numerator[0]=2&odds_denominator[0]=1
2026-07-16T16:07:17.194Z,prematch,MLB,Moneyline,"Kansas City Royals vs San Diego Padres, 2026-07-17","2026-07-17, 08:10 PM",thescore,Kansas City Royals Moneyline,Kansas City Royals,,,-110,https://thescore.bet/sport/baseball/organization/united-states/competition/mlb/event/bf408e25-dfb1-460b-bf19-fea7d8cda00f?market_selection_id[0]=MarketSelection:e9f17002-9a43-4f18-a80b-77e5e5363621&odds_numerator[0]=2&odds_denominator[0]=1
2026-07-16T16:07:17.194Z,prematch,MLB,Moneyline,"Boston Red Sox vs Tampa Bay Rays, 2026-07-17","2026-07-17, 07:10 PM",polymarket,Boston Red Sox Moneyline,Boston Red Sox,,,-122,
2026-07-16T16:07:17.194Z,prematch,MLB,Moneyline,"Boston Red Sox vs Tampa Bay Rays, 2026-07-17","2026-07-17, 07:10 PM",polymarket,Tampa Bay Rays Moneyline,Tampa Bay Rays,,,+100,
2026-07-16T16:07:17.194Z,prematch,MLB,Moneyline,"St Louis Cardinals vs Arizona Diamondbacks, 2026-07-23","2026-07-23, 05:15 PM",polymarket,St Louis Cardinals Moneyline,St Louis Cardinals,,,+113,
2026-07-16T16:07:17.194Z,prematch,MLB,Moneyline,"St Louis Cardinals vs Arizona Diamondbacks, 2026-07-23","2026-07-23, 05:15 PM",polymarket,Arizona Diamondbacks Moneyline,Arizona Diamondbacks,,,-122,
2026-07-16T16:07:17.194Z,prematch,MLB,Moneyline,"Philadelphia Phillies vs New York Mets, 2026-07-16","2026-07-16, 07:10 PM",polymarket,Philadelphia Phillies Moneyline,Philadelphia Phillies,,,-122,
2026-07-16T16:07:17.194Z,prematch,MLB,Moneyline,"Philadelphia Phillies vs New York Mets, 2026-07-16","2026-07-16, 07:10 PM",polymarket,New York Mets Moneyline,New York Mets,,,+122,
2026-07-16T16:07:17.194Z,prematch,MLB,Moneyline,"New York Yankees vs Los Angeles Dodgers, 2026-07-17","2026-07-17, 07:05 PM",polymarket,New York Yankees Moneyline,New York Yankees,,,+104,
2026-07-16T16:07:17.194Z,prematch,MLB,Moneyline,"New York Yankees vs Los Angeles Dodgers, 2026-07-17","2026-07-17, 07:05 PM",polymarket,Los Angeles Dodgers Moneyline,Los Angeles Dodgers,,,-108,
2026-07-16T16:07:17.194Z,prematch,MLB,Moneyline,"Cleveland Guardians vs Pittsburgh Pirates, 2026-07-17","2026-07-17, 07:10 PM",polymarket,Cleveland Guardians Moneyline,Cleveland Guardians,,,-122,
2026-07-16T16:07:17.194Z,prematch,MLB,Moneyline,"Cleveland Guardians vs Pittsburgh Pirates, 2026-07-17","2026-07-17, 07:10 PM",polymarket,Pittsburgh Pirates Moneyline,Pittsburgh Pirates,,,+113,
2026-07-16T16:07:17.194Z,prematch,MLB,Moneyline,"Atlanta Braves vs Texas Rangers, 2026-07-17","2026-07-17, 07:15 PM",polymarket,Atlanta Braves Moneyline,Atlanta Braves,,,-144,
2026-07-16T16:07:17.194Z,prematch,MLB,Moneyline,"Atlanta Braves vs Texas Rangers, 2026-07-17","2026-07-17, 07:15 PM",polymarket,Texas Rangers Moneyline,Texas Rangers,,,+138,
2026-07-16T16:07:17.194Z,prematch,MLB,Moneyline,"Toronto Blue Jays vs Chicago White Sox, 2026-07-17","2026-07-17, 07:15 PM",polymarket,Chicago White Sox Moneyline,Chicago White Sox,,,+117,
2026-07-16T16:07:17.194Z,prematch,MLB,Moneyline,"Toronto Blue Jays vs Chicago White Sox, 2026-07-17","2026-07-17, 07:15 PM",polymarket,Toronto Blue Jays Moneyline,Toronto Blue Jays,,,-127,
2026-07-16T16:07:17.194Z,prematch,MLB,Moneyline,"Milwaukee Brewers vs Miami Marlins, 2026-07-17","2026-07-17, 07:40 PM",polymarket,Milwaukee Brewers Moneyline,Milwaukee Brewers,,,-170,
2026-07-16T16:07:17.194Z,prematch,MLB,Moneyline,"Milwaukee Brewers vs Miami Marlins, 2026-07-17","2026-07-17, 07:40 PM",polymarket,Miami Marlins Moneyline,Miami Marlins,,,+156,
2026-07-16T16:07:17.194Z,prematch,MLB,Moneyline,"Chicago Cubs vs Minnesota Twins, 2026-07-17","2026-07-17, 08:05 PM",polymarket,Chicago Cubs Moneyline,Chicago Cubs,,,-127,
2026-07-16T16:07:17.194Z,prematch,MLB,Moneyline,"Chicago Cubs vs Minnesota Twins, 2026-07-17","2026-07-17, 08:05 PM",polymarket,Minnesota Twins Moneyline,Minnesota Twins,,,+117,
2026-07-16T16:07:17.194Z,prematch,MLB,Moneyline,"Houston Astros vs Baltimore Orioles, 2026-07-17","2026-07-17, 08:10 PM",polymarket,Baltimore Orioles Moneyline,Baltimore Orioles,,,-122,
2026-07-16T16:07:17.194Z,prematch,MLB,Moneyline,"Houston Astros vs Baltimore Orioles, 2026-07-17","2026-07-17, 08:10 PM",polymarket,Houston Astros Moneyline,Houston Astros,,,+108,
2026-07-16T16:07:17.194Z,prematch,MLB,Moneyline,"Kansas City Royals vs San Diego Padres, 2026-07-17","2026-07-17, 08:10 PM",polymarket,San Diego Padres Moneyline,San Diego Padres,,,+100,
2026-07-16T16:07:17.194Z,prematch,MLB,Moneyline,"Kansas City Royals vs San Diego Padres, 2026-07-17","2026-07-17, 08:10 PM",polymarket,Kansas City Royals Moneyline,Kansas City Royals,,,-108,
2026-07-16T16:07:17.194Z,prematch,MLB,Moneyline,"Colorado Rockies vs Cincinnati Reds, 2026-07-17","2026-07-17, 08:40 PM",polymarket,Colorado Rockies Moneyline,Colorado Rockies,,,+113,
2026-07-16T16:07:17.194Z,prematch,MLB,Moneyline,"Colorado Rockies vs Cincinnati Reds, 2026-07-17","2026-07-17, 08:40 PM",polymarket,Cincinnati Reds Moneyline,Cincinnati Reds,,,-117,
2026-07-16T16:07:17.194Z,prematch,MLB,Moneyline,"Los Angeles Angels vs Detroit Tigers, 2026-07-17","2026-07-17, 09:38 PM",polymarket,Los Angeles Angels Moneyline,Los Angeles Angels,,,+100,
2026-07-16T16:07:17.194Z,prematch,MLB,Moneyline,"Los Angeles Angels vs Detroit Tigers, 2026-07-17","2026-07-17, 09:38 PM",polymarket,Detroit Tigers Moneyline,Detroit Tigers,,,-108,
2026-07-16T16:07:17.194Z,prematch,MLB,Moneyline,"Arizona Diamondbacks vs St Louis Cardinals, 2026-07-17","2026-07-17, 09:40 PM",polymarket,Arizona Diamondbacks Moneyline,Arizona Diamondbacks,,,-113,
2026-07-16T16:07:17.194Z,prematch,MLB,Moneyline,"Arizona Diamondbacks vs St Louis Cardinals, 2026-07-17","2026-07-17, 09:40 PM",polymarket,St Louis Cardinals Moneyline,St Louis Cardinals,,,+100,
2026-07-16T16:07:17.194Z,prematch,MLB,Moneyline,"Oakland Athletics vs Washington Nationals, 2026-07-17","2026-07-17, 09:40 PM",polymarket,Washington Nationals Moneyline,Washington Nationals,,,-122,
2026-07-16T16:07:17.194Z,prematch,MLB,Moneyline,"Oakland Athletics vs Washington Nationals, 2026-07-17","2026-07-17, 09:40 PM",polymarket,Oakland Athletics Moneyline,Oakland Athletics,,,+113,
2026-07-16T16:07:17.194Z,prematch,MLB,Moneyline,"Seattle Mariners vs San Francisco Giants, 2026-07-17","2026-07-17, 10:10 PM",polymarket,Seattle Mariners Moneyline,Seattle Mariners,,,-138,
2026-07-16T16:07:17.194Z,prematch,MLB,Moneyline,"Seattle Mariners vs San Francisco Giants, 2026-07-17","2026-07-17, 10:10 PM",polymarket,San Francisco Giants Moneyline,San Francisco Giants,,,+127,
2026-07-16T16:07:17.194Z,prematch,MLB,Moneyline,"Chicago Cubs vs Minnesota Twins, 2026-07-18","2026-07-18, 02:20 PM",polymarket,Minnesota Twins Moneyline,Minnesota Twins,,,+138,
2026-07-16T16:07:17.194Z,prematch,MLB,Moneyline,"Chicago Cubs vs Minnesota Twins, 2026-07-18","2026-07-18, 02:20 PM",polymarket,Chicago Cubs Moneyline,Chicago Cubs,,,-150,
2026-07-16T16:07:17.194Z,prematch,MLB,Moneyline,"Toronto Blue Jays vs Chicago White Sox, 2026-07-18","2026-07-18, 03:07 PM",polymarket,Chicago White Sox Moneyline,Chicago White Sox,,,+100,
2026-07-16T16:07:17.194Z,prematch,MLB,Moneyline,"Toronto Blue Jays vs Chicago White Sox, 2026-07-18","2026-07-18, 03:07 PM",polymarket,Toronto Blue Jays Moneyline,Toronto Blue Jays,,,-113,
2026-07-16T16:07:17.194Z,prematch,MLB,Moneyline,"Colorado Rockies vs Cincinnati Reds, 2026-07-18","2026-07-18, 03:10 PM",polymarket,Cincinnati Reds Moneyline,Cincinnati Reds,,,-127,
2026-07-16T16:07:17.194Z,prematch,MLB,Moneyline,"Colorado Rockies vs Cincinnati Reds, 2026-07-18","2026-07-18, 03:10 PM",polymarket,Colorado Rockies Moneyline,Colorado Rockies,,,+117,
2026-07-16T16:07:17.194Z,prematch,MLB,Moneyline,"Philadelphia Phillies vs New York Mets, 2026-07-18","2026-07-18, 04:05 PM",polymarket,Philadelphia Phillies Moneyline,Philadelphia Phillies,,,-150,
2026-07-16T16:07:17.194Z,prematch,MLB,Moneyline,"Philadelphia Phillies vs New York Mets, 2026-07-18","2026-07-18, 04:05 PM",polymarket,New York Mets Moneyline,New York Mets,,,+138,
2026-07-16T16:07:17.194Z,prematch,MLB,Moneyline,"Arizona Diamondbacks vs St Louis Cardinals, 2026-07-18","2026-07-18, 04:10 PM",polymarket,Arizona Diamondbacks Moneyline,Arizona Diamondbacks,,,-117,
2026-07-16T16:07:17.194Z,prematch,MLB,Moneyline,"Arizona Diamondbacks vs St Louis Cardinals, 2026-07-18","2026-07-18, 04:10 PM",polymarket,St Louis Cardinals Moneyline,St Louis Cardinals,,,-104,
2026-07-16T16:07:17.194Z,prematch,MLB,Moneyline,"Atlanta Braves vs Texas Rangers, 2026-07-18","2026-07-18, 04:10 PM",polymarket,Texas Rangers Moneyline,Texas Rangers,,,+108,
2026-07-16T16:07:17.194Z,prematch,MLB,Moneyline,"Atlanta Braves vs Texas Rangers, 2026-07-18","2026-07-18, 04:10 PM",polymarket,Atlanta Braves Moneyline,Atlanta Braves,,,-122,
2026-07-16T16:07:17.194Z,prematch,MLB,Moneyline,"Boston Red Sox vs Tampa Bay Rays, 2026-07-18","2026-07-18, 04:10 PM",polymarket,Boston Red Sox Moneyline,Boston Red Sox,,,-113,
2026-07-16T16:07:17.194Z,prematch,MLB,Moneyline,"Boston Red Sox vs Tampa Bay Rays, 2026-07-18","2026-07-18, 04:10 PM",polymarket,Tampa Bay Rays Moneyline,Tampa Bay Rays,,,-117,
2026-07-16T16:07:17.194Z,prematch,MLB,Moneyline,"Cleveland Guardians vs Pittsburgh Pirates, 2026-07-18","2026-07-18, 04:10 PM",polymarket,Cleveland Guardians Moneyline,Cleveland Guardians,,,-104,
2026-07-16T16:07:17.194Z,prematch,MLB,Moneyline,"Cleveland Guardians vs Pittsburgh Pirates, 2026-07-18","2026-07-18, 04:10 PM",polymarket,Pittsburgh Pirates Moneyline,Pittsburgh Pirates,,,-104,
2026-07-16T16:07:17.194Z,prematch,MLB,Moneyline,"Houston Astros vs Baltimore Orioles, 2026-07-18","2026-07-18, 04:10 PM",polymarket,Baltimore Orioles Moneyline,Baltimore Orioles,,,+113,
2026-07-16T16:07:17.194Z,prematch,MLB,Moneyline,"Houston Astros vs Baltimore Orioles, 2026-07-18","2026-07-18, 04:10 PM",polymarket,Houston Astros Moneyline,Houston Astros,,,-122,
2026-07-16T16:07:17.194Z,prematch,MLB,Moneyline,"Kansas City Royals vs San Diego Padres, 2026-07-18","2026-07-18, 04:10 PM",polymarket,Kansas City Royals Moneyline,Kansas City Royals,,,-108,
2026-07-16T16:07:17.194Z,prematch,MLB,Moneyline,"Kansas City Royals vs San Diego Padres, 2026-07-18","2026-07-18, 04:10 PM",polymarket,San Diego Padres Moneyline,San Diego Padres,,,-108,
2026-07-16T16:07:17.194Z,prematch,MLB,Moneyline,"Milwaukee Brewers vs Miami Marlins, 2026-07-18","2026-07-18, 04:10 PM",polymarket,Miami Marlins Moneyline,Miami Marlins,,,+113,
2026-07-16T16:07:17.194Z,prematch,MLB,Moneyline,"Milwaukee Brewers vs Miami Marlins, 2026-07-18","2026-07-18, 04:10 PM",polymarket,Milwaukee Brewers Moneyline,Milwaukee Brewers,,,-122,
2026-07-16T16:07:17.194Z,prematch,MLB,Moneyline,"New York Yankees vs Los Angeles Dodgers, 2026-07-18","2026-07-18, 08:08 PM",polymarket,Los Angeles Dodgers Moneyline,Los Angeles Dodgers,,,+104,
2026-07-16T16:07:17.194Z,prematch,MLB,Moneyline,"New York Yankees vs Los Angeles Dodgers, 2026-07-18","2026-07-18, 08:08 PM",polymarket,New York Yankees Moneyline,New York Yankees,,,-122,
2026-07-16T16:07:17.194Z,prematch,MLB,Moneyline,"Seattle Mariners vs San Francisco Giants, 2026-07-18","2026-07-18, 08:08 PM",polymarket,San Francisco Giants Moneyline,San Francisco Giants,,,+113,
