captured_at,mode,sport,market,game,starts_at,sportsbook,selection,target,side,line,odds,link
2026-07-16T04:54:37.438Z,prematch,MLB,Moneyline,"Philadelphia Phillies vs New York Mets, 2026-07-16","2026-07-16, 07:10 PM",betmgm,New York Mets Moneyline,New York Mets,,,+110,https://www.on.betmgm.ca/en/sports/events/19803968?options=19803968-1542775843-2253406410&type=Single
2026-07-16T04:54:37.438Z,prematch,MLB,Moneyline,"Philadelphia Phillies vs New York Mets, 2026-07-16","2026-07-16, 07:10 PM",betmgm,Philadelphia Phillies Moneyline,Philadelphia Phillies,,,-135,https://www.on.betmgm.ca/en/sports/events/19803968?options=19803968-1542775843-2253406411&type=Single
2026-07-16T04:54:37.438Z,prematch,MLB,Moneyline,"Philadelphia Phillies vs New York Mets, 2026-07-16","2026-07-16, 07:11 PM",fanduel,New York Mets Moneyline,New York Mets,,,+106,https://on.sportsbook.fanduel.ca/addToBetslip?marketId=801.176488817&selectionId=29174
2026-07-16T04:54:37.438Z,prematch,MLB,Moneyline,"Philadelphia Phillies vs New York Mets, 2026-07-16","2026-07-16, 07:11 PM",fanduel,Philadelphia Phillies Moneyline,Philadelphia Phillies,,,-124,https://on.sportsbook.fanduel.ca/addToBetslip?marketId=801.176488817&selectionId=29175
2026-07-16T04:54:37.438Z,prematch,MLB,Moneyline,"Toronto Blue Jays vs Chicago White Sox, 2026-07-17","2026-07-17, 07:16 PM",fanduel,Chicago White Sox Moneyline,Chicago White Sox,,,+112,https://on.sportsbook.fanduel.ca/addToBetslip?marketId=801.176488811&selectionId=5408012
2026-07-16T04:54:37.438Z,prematch,MLB,Moneyline,"Toronto Blue Jays vs Chicago White Sox, 2026-07-17","2026-07-17, 07:16 PM",fanduel,Toronto Blue Jays Moneyline,Toronto Blue Jays,,,-132,https://on.sportsbook.fanduel.ca/addToBetslip?marketId=801.176488811&selectionId=29164
2026-07-16T04:54:37.438Z,prematch,MLB,Moneyline,"Kansas City Royals vs San Diego Padres, 2026-07-17","2026-07-17, 08:11 PM",fanduel,San Diego Padres Moneyline,San Diego Padres,,,+102,https://on.sportsbook.fanduel.ca/addToBetslip?marketId=801.176488826&selectionId=29177
2026-07-16T04:54:37.438Z,prematch,MLB,Moneyline,"Kansas City Royals vs San Diego Padres, 2026-07-17","2026-07-17, 08:11 PM",fanduel,Kansas City Royals Moneyline,Kansas City Royals,,,-120,https://on.sportsbook.fanduel.ca/addToBetslip?marketId=801.176488826&selectionId=29179
2026-07-16T04:54:37.438Z,prematch,MLB,Moneyline,"Cleveland Guardians vs Pittsburgh Pirates, 2026-07-17","2026-07-17, 07:11 PM",fanduel,Pittsburgh Pirates Moneyline,Pittsburgh Pirates,,,+106,https://on.sportsbook.fanduel.ca/addToBetslip?marketId=801.176488827&selectionId=29176
2026-07-16T04:54:37.438Z,prematch,MLB,Moneyline,"Cleveland Guardians vs Pittsburgh Pirates, 2026-07-17","2026-07-17, 07:11 PM",fanduel,Cleveland Guardians Moneyline,Cleveland Guardians,,,-124,https://on.sportsbook.fanduel.ca/addToBetslip?marketId=801.176488827&selectionId=41541473
2026-07-16T04:54:37.438Z,prematch,MLB,Moneyline,"New York Yankees vs Los Angeles Dodgers, 2026-07-17","2026-07-17, 07:06 PM",fanduel,Los Angeles Dodgers Moneyline,Los Angeles Dodgers,,,-108,https://on.sportsbook.fanduel.ca/addToBetslip?marketId=801.176488828&selectionId=29171
2026-07-16T04:54:37.438Z,prematch,MLB,Moneyline,"New York Yankees vs Los Angeles Dodgers, 2026-07-17","2026-07-17, 07:06 PM",fanduel,New York Yankees Moneyline,New York Yankees,,,-108,https://on.sportsbook.fanduel.ca/addToBetslip?marketId=801.176488828&selectionId=29161
2026-07-16T04:54:37.438Z,prematch,MLB,Moneyline,"Seattle Mariners vs San Francisco Giants, 2026-07-17","2026-07-17, 10:10 PM",kalshi,Seattle Mariners Moneyline,Seattle Mariners,,,-168,
2026-07-16T04:54:37.438Z,prematch,MLB,Moneyline,"Seattle Mariners vs San Francisco Giants, 2026-07-17","2026-07-17, 10:10 PM",kalshi,San Francisco Giants Moneyline,San Francisco Giants,,,+124,
2026-07-16T04:54:37.438Z,prematch,MLB,Moneyline,"Oakland Athletics vs Washington Nationals, 2026-07-17","2026-07-17, 09:40 PM",kalshi,Oakland Athletics Moneyline,Oakland Athletics,,,-112,
2026-07-16T04:54:37.438Z,prematch,MLB,Moneyline,"Oakland Athletics vs Washington Nationals, 2026-07-17","2026-07-17, 09:40 PM",kalshi,Washington Nationals Moneyline,Washington Nationals,,,-116,
2026-07-16T04:54:37.438Z,prematch,MLB,Moneyline,"Arizona Diamondbacks vs St Louis Cardinals, 2026-07-17","2026-07-17, 09:40 PM",kalshi,Arizona Diamondbacks Moneyline,Arizona Diamondbacks,,,-121,
2026-07-16T04:54:37.438Z,prematch,MLB,Moneyline,"Arizona Diamondbacks vs St Louis Cardinals, 2026-07-17","2026-07-17, 09:40 PM",kalshi,St Louis Cardinals Moneyline,St Louis Cardinals,,,-116,
2026-07-16T04:54:37.438Z,prematch,MLB,Moneyline,"Los Angeles Angels vs Detroit Tigers, 2026-07-17","2026-07-17, 09:38 PM",kalshi,Detroit Tigers Moneyline,Detroit Tigers,,,-116,
2026-07-16T04:54:37.438Z,prematch,MLB,Moneyline,"Los Angeles Angels vs Detroit Tigers, 2026-07-17","2026-07-17, 09:38 PM",kalshi,Los Angeles Angels Moneyline,Los Angeles Angels,,,-107,
2026-07-16T04:54:37.438Z,prematch,MLB,Moneyline,"Colorado Rockies vs Cincinnati Reds, 2026-07-17","2026-07-17, 08:40 PM",kalshi,Cincinnati Reds Moneyline,Cincinnati Reds,,,-131,
2026-07-16T04:54:37.438Z,prematch,MLB,Moneyline,"Colorado Rockies vs Cincinnati Reds, 2026-07-17","2026-07-17, 08:40 PM",kalshi,Colorado Rockies Moneyline,Colorado Rockies,,,-112,
2026-07-16T04:54:37.438Z,prematch,MLB,Moneyline,"Kansas City Royals vs San Diego Padres, 2026-07-17","2026-07-17, 08:10 PM",kalshi,Kansas City Royals Moneyline,Kansas City Royals,,,-121,
2026-07-16T04:54:37.438Z,prematch,MLB,Moneyline,"Kansas City Royals vs San Diego Padres, 2026-07-17","2026-07-17, 08:10 PM",kalshi,San Diego Padres Moneyline,San Diego Padres,,,-103,
2026-07-16T04:54:37.438Z,prematch,MLB,Moneyline,"Houston Astros vs Baltimore Orioles, 2026-07-17","2026-07-17, 08:10 PM",kalshi,Baltimore Orioles Moneyline,Baltimore Orioles,,,-137,
2026-07-16T04:54:37.438Z,prematch,MLB,Moneyline,"Houston Astros vs Baltimore Orioles, 2026-07-17","2026-07-17, 08:10 PM",kalshi,Houston Astros Moneyline,Houston Astros,,,+105,
2026-07-16T04:54:37.438Z,prematch,MLB,Moneyline,"Chicago Cubs vs Minnesota Twins, 2026-07-17","2026-07-17, 08:05 PM",kalshi,Chicago Cubs Moneyline,Chicago Cubs,,,-154,
2026-07-16T04:54:37.438Z,prematch,MLB,Moneyline,"Chicago Cubs vs Minnesota Twins, 2026-07-17","2026-07-17, 08:05 PM",kalshi,Minnesota Twins Moneyline,Minnesota Twins,,,+109,
2026-07-16T04:54:37.438Z,prematch,MLB,Moneyline,"Milwaukee Brewers vs Miami Marlins, 2026-07-17","2026-07-17, 07:40 PM",kalshi,Miami Marlins Moneyline,Miami Marlins,,,+140,
2026-07-16T04:54:37.438Z,prematch,MLB,Moneyline,"Milwaukee Brewers vs Miami Marlins, 2026-07-17","2026-07-17, 07:40 PM",kalshi,Milwaukee Brewers Moneyline,Milwaukee Brewers,,,-183,
2026-07-16T04:54:37.438Z,prematch,MLB,Moneyline,"Atlanta Braves vs Texas Rangers, 2026-07-17","2026-07-17, 07:15 PM",kalshi,Atlanta Braves Moneyline,Atlanta Braves,,,-154,
2026-07-16T04:54:37.438Z,prematch,MLB,Moneyline,"Atlanta Braves vs Texas Rangers, 2026-07-17","2026-07-17, 07:15 PM",kalshi,Texas Rangers Moneyline,Texas Rangers,,,+119,
2026-07-16T04:54:37.438Z,prematch,MLB,Moneyline,"Toronto Blue Jays vs Chicago White Sox, 2026-07-17","2026-07-17, 07:15 PM",kalshi,Chicago White Sox Moneyline,Chicago White Sox,,,+105,
2026-07-16T04:54:37.438Z,prematch,MLB,Moneyline,"Toronto Blue Jays vs Chicago White Sox, 2026-07-17","2026-07-17, 07:15 PM",kalshi,Toronto Blue Jays Moneyline,Toronto Blue Jays,,,-131,
2026-07-16T04:54:37.438Z,prematch,MLB,Moneyline,"Boston Red Sox vs Tampa Bay Rays, 2026-07-17","2026-07-17, 01:35 PM",kalshi,Boston Red Sox Moneyline,Boston Red Sox,,,-137,
2026-07-16T04:54:37.438Z,prematch,MLB,Moneyline,"Boston Red Sox vs Tampa Bay Rays, 2026-07-17","2026-07-17, 01:35 PM",kalshi,Tampa Bay Rays Moneyline,Tampa Bay Rays,,,-103,
2026-07-16T04:54:37.438Z,prematch,MLB,Moneyline,"Cleveland Guardians vs Pittsburgh Pirates, 2026-07-17","2026-07-17, 07:10 PM",kalshi,Cleveland Guardians Moneyline,Cleveland Guardians,,,-131,
2026-07-16T04:54:37.438Z,prematch,MLB,Moneyline,"Cleveland Guardians vs Pittsburgh Pirates, 2026-07-17","2026-07-17, 07:10 PM",kalshi,Pittsburgh Pirates Moneyline,Pittsburgh Pirates,,,-103,
2026-07-16T04:54:37.438Z,prematch,MLB,Moneyline,"New York Yankees vs Los Angeles Dodgers, 2026-07-17","2026-07-17, 07:05 PM",kalshi,Los Angeles Dodgers Moneyline,Los Angeles Dodgers,,,-121,
2026-07-16T04:54:37.438Z,prematch,MLB,Moneyline,"New York Yankees vs Los Angeles Dodgers, 2026-07-17","2026-07-17, 07:05 PM",kalshi,New York Yankees Moneyline,New York Yankees,,,-103,
2026-07-16T04:54:37.438Z,prematch,MLB,Moneyline,"Philadelphia Phillies vs New York Mets, 2026-07-16","2026-07-16, 07:10 PM",kalshi,New York Mets Moneyline,New York Mets,,,+109,
2026-07-16T04:54:37.438Z,prematch,MLB,Moneyline,"Philadelphia Phillies vs New York Mets, 2026-07-16","2026-07-16, 07:10 PM",kalshi,Philadelphia Phillies Moneyline,Philadelphia Phillies,,,-131,
2026-07-16T04:54:37.438Z,prematch,MLB,Moneyline,"Chicago Cubs vs Minnesota Twins, 2026-07-18","2026-07-18, 02:20 PM",kalshi,Minnesota Twins Moneyline,Minnesota Twins,,,+140,
2026-07-16T04:54:37.438Z,prematch,MLB,Moneyline,"Chicago Cubs vs Minnesota Twins, 2026-07-18","2026-07-18, 02:20 PM",kalshi,Chicago Cubs Moneyline,Chicago Cubs,,,-183,
2026-07-16T04:54:37.438Z,prematch,MLB,Moneyline,"Colorado Rockies vs Cincinnati Reds, 2026-07-18","2026-07-18, 03:10 PM",kalshi,Colorado Rockies Moneyline,Colorado Rockies,,,-103,
2026-07-16T04:54:37.438Z,prematch,MLB,Moneyline,"Colorado Rockies vs Cincinnati Reds, 2026-07-18","2026-07-18, 03:10 PM",kalshi,Cincinnati Reds Moneyline,Cincinnati Reds,,,-142,
2026-07-16T04:54:37.438Z,prematch,MLB,Moneyline,"Toronto Blue Jays vs Chicago White Sox, 2026-07-18","2026-07-18, 03:07 PM",kalshi,Toronto Blue Jays Moneyline,Toronto Blue Jays,,,-126,
2026-07-16T04:54:37.438Z,prematch,MLB,Moneyline,"Toronto Blue Jays vs Chicago White Sox, 2026-07-18","2026-07-18, 03:07 PM",kalshi,Chicago White Sox Moneyline,Chicago White Sox,,,-112,
2026-07-16T04:54:37.438Z,prematch,MLB,Moneyline,"Atlanta Braves vs Texas Rangers, 2026-07-18","2026-07-18, 04:10 PM",kalshi,Texas Rangers Moneyline,Texas Rangers,,,-103,
2026-07-16T04:54:37.438Z,prematch,MLB,Moneyline,"Atlanta Braves vs Texas Rangers, 2026-07-18","2026-07-18, 04:10 PM",kalshi,Atlanta Braves Moneyline,Atlanta Braves,,,-142,
2026-07-16T04:54:37.438Z,prematch,MLB,Moneyline,"Boston Red Sox vs Tampa Bay Rays, 2026-07-18","2026-07-18, 04:10 PM",kalshi,Tampa Bay Rays Moneyline,Tampa Bay Rays,,,-116,
2026-07-16T04:54:37.438Z,prematch,MLB,Moneyline,"Boston Red Sox vs Tampa Bay Rays, 2026-07-18","2026-07-18, 04:10 PM",kalshi,Boston Red Sox Moneyline,Boston Red Sox,,,-121,
2026-07-16T04:54:37.438Z,prematch,MLB,Moneyline,"Arizona Diamondbacks vs St Louis Cardinals, 2026-07-18","2026-07-18, 04:10 PM",kalshi,St Louis Cardinals Moneyline,St Louis Cardinals,,,-103,
2026-07-16T04:54:37.438Z,prematch,MLB,Moneyline,"Arizona Diamondbacks vs St Louis Cardinals, 2026-07-18","2026-07-18, 04:10 PM",kalshi,Arizona Diamondbacks Moneyline,Arizona Diamondbacks,,,-131,
2026-07-16T04:54:37.438Z,prematch,MLB,Moneyline,"Kansas City Royals vs San Diego Padres, 2026-07-18","2026-07-18, 04:10 PM",kalshi,San Diego Padres Moneyline,San Diego Padres,,,-112,
2026-07-16T04:54:37.438Z,prematch,MLB,Moneyline,"Kansas City Royals vs San Diego Padres, 2026-07-18","2026-07-18, 04:10 PM",kalshi,Kansas City Royals Moneyline,Kansas City Royals,,,-121,
2026-07-16T04:54:37.438Z,prematch,MLB,Moneyline,"Cleveland Guardians vs Pittsburgh Pirates, 2026-07-18","2026-07-18, 04:10 PM",kalshi,Pittsburgh Pirates Moneyline,Pittsburgh Pirates,,,-121,
2026-07-16T04:54:37.438Z,prematch,MLB,Moneyline,"Cleveland Guardians vs Pittsburgh Pirates, 2026-07-18","2026-07-18, 04:10 PM",kalshi,Cleveland Guardians Moneyline,Cleveland Guardians,,,-107,
2026-07-16T04:54:37.438Z,prematch,MLB,Moneyline,"Milwaukee Brewers vs Miami Marlins, 2026-07-18","2026-07-18, 04:10 PM",kalshi,Milwaukee Brewers Moneyline,Milwaukee Brewers,,,-142,
2026-07-16T04:54:37.438Z,prematch,MLB,Moneyline,"Milwaukee Brewers vs Miami Marlins, 2026-07-18","2026-07-18, 04:10 PM",kalshi,Miami Marlins Moneyline,Miami Marlins,,,+105,
2026-07-16T04:54:37.438Z,prematch,MLB,Moneyline,"Houston Astros vs Baltimore Orioles, 2026-07-18","2026-07-18, 04:10 PM",kalshi,Houston Astros Moneyline,Houston Astros,,,-154,
2026-07-16T04:54:37.438Z,prematch,MLB,Moneyline,"Houston Astros vs Baltimore Orioles, 2026-07-18","2026-07-18, 04:10 PM",kalshi,Baltimore Orioles Moneyline,Baltimore Orioles,,,+105,
2026-07-16T04:54:37.438Z,prematch,MLB,Moneyline,"Philadelphia Phillies vs New York Mets, 2026-07-18","2026-07-18, 04:05 PM",kalshi,Philadelphia Phillies Moneyline,Philadelphia Phillies,,,-183,
2026-07-16T04:54:37.438Z,prematch,MLB,Moneyline,"Philadelphia Phillies vs New York Mets, 2026-07-18","2026-07-18, 04:05 PM",kalshi,New York Mets Moneyline,New York Mets,,,+129,
2026-07-16T04:54:37.438Z,prematch,MLB,Moneyline,"Seattle Mariners vs San Francisco Giants, 2026-07-18","2026-07-18, 08:08 PM",kalshi,San Francisco Giants Moneyline,San Francisco Giants,,,+101,
2026-07-16T04:54:37.438Z,prematch,MLB,Moneyline,"Seattle Mariners vs San Francisco Giants, 2026-07-18","2026-07-18, 08:08 PM",kalshi,Seattle Mariners Moneyline,Seattle Mariners,,,-148,
2026-07-16T04:54:37.438Z,prematch,MLB,Moneyline,"New York Yankees vs Los Angeles Dodgers, 2026-07-18","2026-07-18, 08:08 PM",kalshi,New York Yankees Moneyline,New York Yankees,,,-142,
2026-07-16T04:54:37.438Z,prematch,MLB,Moneyline,"New York Yankees vs Los Angeles Dodgers, 2026-07-18","2026-07-18, 08:08 PM",kalshi,Los Angeles Dodgers Moneyline,Los Angeles Dodgers,,,+101,
2026-07-16T04:54:37.438Z,prematch,MLB,Moneyline,"Los Angeles Angels vs Detroit Tigers, 2026-07-18","2026-07-18, 10:07 PM",kalshi,Los Angeles Angels Moneyline,Los Angeles Angels,,,+119,
2026-07-16T04:54:37.438Z,prematch,MLB,Moneyline,"Los Angeles Angels vs Detroit Tigers, 2026-07-18","2026-07-18, 10:07 PM",kalshi,Detroit Tigers Moneyline,Detroit Tigers,,,-175,
2026-07-16T04:54:37.438Z,prematch,MLB,Moneyline,"Oakland Athletics vs Washington Nationals, 2026-07-18","2026-07-18, 10:05 PM",kalshi,Washington Nationals Moneyline,Washington Nationals,,,-131,
2026-07-16T04:54:37.438Z,prematch,MLB,Moneyline,"Oakland Athletics vs Washington Nationals, 2026-07-18","2026-07-18, 10:05 PM",kalshi,Oakland Athletics Moneyline,Oakland Athletics,,,-116,
2026-07-16T04:54:37.438Z,prematch,MLB,Moneyline,"Boston Red Sox vs Tampa Bay Rays, 2026-07-17","2026-07-17, 07:10 PM",polymarket,Tampa Bay Rays Moneyline,Tampa Bay Rays,,,+113,
2026-07-16T04:54:37.438Z,prematch,MLB,Moneyline,"Boston Red Sox vs Tampa Bay Rays, 2026-07-17","2026-07-17, 07:10 PM",polymarket,Boston Red Sox Moneyline,Boston Red Sox,,,-122,
2026-07-16T04:54:37.438Z,prematch,MLB,Moneyline,"Philadelphia Phillies vs New York Mets, 2026-07-16","2026-07-16, 07:10 PM",polymarket,New York Mets Moneyline,New York Mets,,,+122,
2026-07-16T04:54:37.438Z,prematch,MLB,Moneyline,"Philadelphia Phillies vs New York Mets, 2026-07-16","2026-07-16, 07:10 PM",polymarket,Philadelphia Phillies Moneyline,Philadelphia Phillies,,,-122,
2026-07-16T04:54:37.438Z,prematch,MLB,Moneyline,"New York Yankees vs Los Angeles Dodgers, 2026-07-17","2026-07-17, 07:05 PM",polymarket,New York Yankees Moneyline,New York Yankees,,,+104,
2026-07-16T04:54:37.438Z,prematch,MLB,Moneyline,"New York Yankees vs Los Angeles Dodgers, 2026-07-17","2026-07-17, 07:05 PM",polymarket,Los Angeles Dodgers Moneyline,Los Angeles Dodgers,,,-108,
2026-07-16T04:54:37.438Z,prematch,MLB,Moneyline,"Cleveland Guardians vs Pittsburgh Pirates, 2026-07-17","2026-07-17, 07:10 PM",polymarket,Pittsburgh Pirates Moneyline,Pittsburgh Pirates,,,+104,
2026-07-16T04:54:37.438Z,prematch,MLB,Moneyline,"Cleveland Guardians vs Pittsburgh Pirates, 2026-07-17","2026-07-17, 07:10 PM",polymarket,Cleveland Guardians Moneyline,Cleveland Guardians,,,-108,
2026-07-16T04:54:37.438Z,prematch,MLB,Moneyline,"Atlanta Braves vs Texas Rangers, 2026-07-17","2026-07-17, 07:15 PM",polymarket,Atlanta Braves Moneyline,Atlanta Braves,,,-144,
2026-07-16T04:54:37.438Z,prematch,MLB,Moneyline,"Atlanta Braves vs Texas Rangers, 2026-07-17","2026-07-17, 07:15 PM",polymarket,Texas Rangers Moneyline,Texas Rangers,,,+138,
2026-07-16T04:54:37.438Z,prematch,MLB,Moneyline,"Toronto Blue Jays vs Chicago White Sox, 2026-07-17","2026-07-17, 07:15 PM",polymarket,Chicago White Sox Moneyline,Chicago White Sox,,,+113,
2026-07-16T04:54:37.438Z,prematch,MLB,Moneyline,"Toronto Blue Jays vs Chicago White Sox, 2026-07-17","2026-07-17, 07:15 PM",polymarket,Toronto Blue Jays Moneyline,Toronto Blue Jays,,,-117,
2026-07-16T04:54:37.438Z,prematch,MLB,Moneyline,"Milwaukee Brewers vs Miami Marlins, 2026-07-17","2026-07-17, 07:40 PM",polymarket,Milwaukee Brewers Moneyline,Milwaukee Brewers,,,-170,
2026-07-16T04:54:37.438Z,prematch,MLB,Moneyline,"Milwaukee Brewers vs Miami Marlins, 2026-07-17","2026-07-17, 07:40 PM",polymarket,Miami Marlins Moneyline,Miami Marlins,,,+163,
2026-07-16T04:54:37.438Z,prematch,MLB,Moneyline,"Chicago Cubs vs Minnesota Twins, 2026-07-17","2026-07-17, 08:05 PM",polymarket,Chicago Cubs Moneyline,Chicago Cubs,,,-127,
2026-07-16T04:54:37.438Z,prematch,MLB,Moneyline,"Chicago Cubs vs Minnesota Twins, 2026-07-17","2026-07-17, 08:05 PM",polymarket,Minnesota Twins Moneyline,Minnesota Twins,,,+117,
2026-07-16T04:54:37.438Z,prematch,MLB,Moneyline,"Houston Astros vs Baltimore Orioles, 2026-07-17","2026-07-17, 08:10 PM",polymarket,Baltimore Orioles Moneyline,Baltimore Orioles,,,-117,
2026-07-16T04:54:37.438Z,prematch,MLB,Moneyline,"Houston Astros vs Baltimore Orioles, 2026-07-17","2026-07-17, 08:10 PM",polymarket,Houston Astros Moneyline,Houston Astros,,,+104,
2026-07-16T04:54:37.438Z,prematch,MLB,Moneyline,"Kansas City Royals vs San Diego Padres, 2026-07-17","2026-07-17, 08:10 PM",polymarket,San Diego Padres Moneyline,San Diego Padres,,,+108,
2026-07-16T04:54:37.438Z,prematch,MLB,Moneyline,"Kansas City Royals vs San Diego Padres, 2026-07-17","2026-07-17, 08:10 PM",polymarket,Kansas City Royals Moneyline,Kansas City Royals,,,-117,
2026-07-16T04:54:37.438Z,prematch,MLB,Moneyline,"Colorado Rockies vs Cincinnati Reds, 2026-07-17","2026-07-17, 08:40 PM",polymarket,Cincinnati Reds Moneyline,Cincinnati Reds,,,-117,
2026-07-16T04:54:37.438Z,prematch,MLB,Moneyline,"Colorado Rockies vs Cincinnati Reds, 2026-07-17","2026-07-17, 08:40 PM",polymarket,Colorado Rockies Moneyline,Colorado Rockies,,,+108,
2026-07-16T04:54:37.438Z,prematch,MLB,Moneyline,"Los Angeles Angels vs Detroit Tigers, 2026-07-17","2026-07-17, 09:38 PM",polymarket,Detroit Tigers Moneyline,Detroit Tigers,,,-104,
2026-07-16T04:54:37.438Z,prematch,MLB,Moneyline,"Los Angeles Angels vs Detroit Tigers, 2026-07-17","2026-07-17, 09:38 PM",polymarket,Los Angeles Angels Moneyline,Los Angeles Angels,,,+100,
2026-07-16T04:54:37.438Z,prematch,MLB,Moneyline,"Arizona Diamondbacks vs St Louis Cardinals, 2026-07-17","2026-07-17, 09:40 PM",polymarket,Arizona Diamondbacks Moneyline,Arizona Diamondbacks,,,-108,
2026-07-16T04:54:37.438Z,prematch,MLB,Moneyline,"Arizona Diamondbacks vs St Louis Cardinals, 2026-07-17","2026-07-17, 09:40 PM",polymarket,St Louis Cardinals Moneyline,St Louis Cardinals,,,-104,
2026-07-16T04:54:37.438Z,prematch,MLB,Moneyline,"Oakland Athletics vs Washington Nationals, 2026-07-17","2026-07-17, 09:40 PM",polymarket,Washington Nationals Moneyline,Washington Nationals,,,-113,
2026-07-16T04:54:37.438Z,prematch,MLB,Moneyline,"Oakland Athletics vs Washington Nationals, 2026-07-17","2026-07-17, 09:40 PM",polymarket,Oakland Athletics Moneyline,Oakland Athletics,,,+104,
2026-07-16T04:54:37.438Z,prematch,MLB,Moneyline,"Seattle Mariners vs San Francisco Giants, 2026-07-17","2026-07-17, 10:10 PM",polymarket,San Francisco Giants Moneyline,San Francisco Giants,,,+127,
2026-07-16T04:54:37.438Z,prematch,MLB,Moneyline,"Seattle Mariners vs San Francisco Giants, 2026-07-17","2026-07-17, 10:10 PM",polymarket,Seattle Mariners Moneyline,Seattle Mariners,,,-138,
2026-07-16T04:54:37.438Z,prematch,MLB,Moneyline,"Chicago Cubs vs Minnesota Twins, 2026-07-18","2026-07-18, 02:20 PM",polymarket,Chicago Cubs Moneyline,Chicago Cubs,,,-156,
2026-07-16T04:54:37.438Z,prematch,MLB,Moneyline,"Chicago Cubs vs Minnesota Twins, 2026-07-18","2026-07-18, 02:20 PM",polymarket,Minnesota Twins Moneyline,Minnesota Twins,,,+138,
2026-07-16T04:54:37.438Z,prematch,MLB,Moneyline,"Toronto Blue Jays vs Chicago White Sox, 2026-07-18","2026-07-18, 03:07 PM",polymarket,Toronto Blue Jays Moneyline,Toronto Blue Jays,,,-108,
2026-07-16T04:54:37.438Z,prematch,MLB,Moneyline,"Toronto Blue Jays vs Chicago White Sox, 2026-07-18","2026-07-18, 03:07 PM",polymarket,Chicago White Sox Moneyline,Chicago White Sox,,,-104,
2026-07-16T04:54:37.438Z,prematch,MLB,Moneyline,"Colorado Rockies vs Cincinnati Reds, 2026-07-18","2026-07-18, 03:10 PM",polymarket,Colorado Rockies Moneyline,Colorado Rockies,,,+113,
2026-07-16T04:54:37.438Z,prematch,MLB,Moneyline,"Colorado Rockies vs Cincinnati Reds, 2026-07-18","2026-07-18, 03:10 PM",polymarket,Cincinnati Reds Moneyline,Cincinnati Reds,,,-127,
2026-07-16T04:54:37.438Z,prematch,MLB,Moneyline,"Philadelphia Phillies vs New York Mets, 2026-07-18","2026-07-18, 04:05 PM",polymarket,New York Mets Moneyline,New York Mets,,,+138,
2026-07-16T04:54:37.438Z,prematch,MLB,Moneyline,"Philadelphia Phillies vs New York Mets, 2026-07-18","2026-07-18, 04:05 PM",polymarket,Philadelphia Phillies Moneyline,Philadelphia Phillies,,,-150,
2026-07-16T04:54:37.438Z,prematch,MLB,Moneyline,"Arizona Diamondbacks vs St Louis Cardinals, 2026-07-18","2026-07-18, 04:10 PM",polymarket,Arizona Diamondbacks Moneyline,Arizona Diamondbacks,,,-117,
2026-07-16T04:54:37.438Z,prematch,MLB,Moneyline,"Arizona Diamondbacks vs St Louis Cardinals, 2026-07-18","2026-07-18, 04:10 PM",polymarket,St Louis Cardinals Moneyline,St Louis Cardinals,,,+100,
2026-07-16T04:54:37.438Z,prematch,MLB,Moneyline,"Atlanta Braves vs Texas Rangers, 2026-07-18","2026-07-18, 04:10 PM",polymarket,Atlanta Braves Moneyline,Atlanta Braves,,,-122,
2026-07-16T04:54:37.438Z,prematch,MLB,Moneyline,"Atlanta Braves vs Texas Rangers, 2026-07-18","2026-07-18, 04:10 PM",polymarket,Texas Rangers Moneyline,Texas Rangers,,,+108,
2026-07-16T04:54:37.438Z,prematch,MLB,Moneyline,"Boston Red Sox vs Tampa Bay Rays, 2026-07-18","2026-07-18, 04:10 PM",polymarket,Boston Red Sox Moneyline,Boston Red Sox,,,-113,
2026-07-16T04:54:37.438Z,prematch,MLB,Moneyline,"Boston Red Sox vs Tampa Bay Rays, 2026-07-18","2026-07-18, 04:10 PM",polymarket,Tampa Bay Rays Moneyline,Tampa Bay Rays,,,+100,
2026-07-16T04:54:37.438Z,prematch,MLB,Moneyline,"Cleveland Guardians vs Pittsburgh Pirates, 2026-07-18","2026-07-18, 04:10 PM",polymarket,Pittsburgh Pirates Moneyline,Pittsburgh Pirates,,,-104,
2026-07-16T04:54:37.438Z,prematch,MLB,Moneyline,"Cleveland Guardians vs Pittsburgh Pirates, 2026-07-18","2026-07-18, 04:10 PM",polymarket,Cleveland Guardians Moneyline,Cleveland Guardians,,,-108,
2026-07-16T04:54:37.438Z,prematch,MLB,Moneyline,"Houston Astros vs Baltimore Orioles, 2026-07-18","2026-07-18, 04:10 PM",polymarket,Houston Astros Moneyline,Houston Astros,,,-122,
2026-07-16T04:54:37.438Z,prematch,MLB,Moneyline,"Houston Astros vs Baltimore Orioles, 2026-07-18","2026-07-18, 04:10 PM",polymarket,Baltimore Orioles Moneyline,Baltimore Orioles,,,+113,
2026-07-16T04:54:37.438Z,prematch,MLB,Moneyline,"Kansas City Royals vs San Diego Padres, 2026-07-18","2026-07-18, 04:10 PM",polymarket,San Diego Padres Moneyline,San Diego Padres,,,-104,
2026-07-16T04:54:37.438Z,prematch,MLB,Moneyline,"Kansas City Royals vs San Diego Padres, 2026-07-18","2026-07-18, 04:10 PM",polymarket,Kansas City Royals Moneyline,Kansas City Royals,,,-113,
